Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath
326,45,RM,9.739856319528183,Pave,3,Lvl,0,Inside,0,IDOTRR,RRAe,Norm,1Fam,1.5Unf,4,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,0,1,116,5,0,604,174.33339376570606,GasA,3,N,1,803,0,0,6.815095041573057,0,0,1,0,2,1,3,5,6,0,Detchd,2,2,145.20043927138238,4,4,2,0,0,244,0,0,0,12,2007,WD,Normal,87000,18.01681669350471,21.70070937811452,1.0
327,120,RL,10.758618357686196,Pave,0,Lvl,0,CulDSac,0,Veenker,Norm,Norm,TwnhsE,1Story,7,4,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0,2,4,PConc,2,3,1,2,1619,5,0,100,332.8463520279288,GasA,0,Y,4,1719,0,0,7.605950297099749,2,0,1,1,1,1,2,6,6,2,Attchd,0,2,181.40387611401985,4,4,2,122,30,0,0,0,0,5,2008,Con,Normal,324000,22.390895453531297,17.37152325411189,3.5
328,20,RL,10.84819590747673,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175,3,4,CBlock,3,3,3,4,565,5,0,818,283.21958950145034,GasA,4,Y,4,1383,0,0,7.379582523600242,0,0,1,1,3,1,3,7,6,0,Attchd,1,1,122.39258635875623,4,4,2,0,45,0,0,0,0,4,2006,WD,Normal,145250,21.145672955068477,9.530399214473766,1.5
329,75,RL,10.880929003729547,Pave,0,Bnk,0,Inside,0,BrkSide,PosN,Norm,1Fam,2.5Unf,5,5,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,4,BrkTil,3,3,3,5,0,5,0,844,196.21303898733456,GasA,2,N,0,1445,689,0,7.831334466120439,0,0,2,0,5,1,2,10,6,0,Detchd,2,2,171.33565372947513,4,4,2,0,60,268,0,0,0,7,2009,WD,Normal,214500,21.56191135563553,24.8822769804404,2.0
330,70,RM,10.062391869599637,Pave,3,Lvl,0,Corner,0,IDOTRR,Norm,Norm,1Fam,2Story,4,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,4,PConc,3,3,2,5,0,5,0,596,151.44582849392572,GasA,4,N,4,596,596,0,7.225068440720065,0,0,1,0,3,1,3,6,6,0,Detchd,2,1,85.7631171235029,1,1,0,0,0,137,0,0,0,7,2009,WD,Normal,78000,18.818422598988928,16.532042923521345,1.0
331,90,RL,10.7310919304288,Pave,0,Lvl,0,Inside,0,NAmes,Norm,Norm,Duplex,1Story,4,3,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84,3,4,CBlock,3,3,3,2,40,4,264,1424,334.13882371220024,GasA,4,Y,4,1728,0,0,7.6113891846084405,0,1,2,0,6,2,3,10,6,0,Detchd,2,1,142.56230810683695,4,4,2,155,0,0,0,0,0,11,2007,WD,Normal,119000,22.42152359245497,17.533621879186022,2.5
332,20,RL,10.384000645819894,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,CBlock,3,3,3,4,846,5,0,210,231.78592339868544,GasA,1,Y,4,1056,0,0,7.099229843549405,1,0,1,0,3,1,3,6,6,0,Attchd,1,1,127.84165050972572,4,4,2,0,0,0,0,0,0,8,2007,WD,Normal,139000,19.6807680177377,0.0,2.0
333,20,RL,10.734969012266296,Pave,0,Lvl,0,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,7,4,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296,2,4,PConc,2,3,3,2,1124,-1,479,1603,528.4562907136536,GasA,0,Y,4,1629,0,0,7.54994990456202,1,0,2,0,3,1,2,7,6,1,Attchd,1,3,300.74606129473784,4,4,2,0,0,0,0,0,0,10,2009,WD,Normal,284000,24.465729382953626,0.0,3.0
334,120,RM,10.387547500968587,Pave,3,Lvl,0,FR3,0,NridgHt,Norm,Norm,TwnhsE,1Story,6,4,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146,2,4,PConc,2,3,0,2,720,5,0,638,279.408742721247,GasA,0,Y,4,1358,0,0,7.360609571852476,1,0,2,0,2,1,2,6,6,1,Attchd,1,2,184.8348505634318,4,4,2,192,30,0,0,0,0,7,2008,WD,Normal,207000,21.043881173278454,20.765652789813416,3.0
335,60,RL,10.517087597555546,Pave,0,Lvl,0,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,5,4,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,PConc,2,3,1,2,828,5,0,115,213.0832874947357,GasA,2,Y,4,943,695,0,7.555686569817796,1,0,2,1,3,1,3,7,6,2,Attchd,0,2,181.0912287008256,4,4,2,100,38,0,0,0,0,7,2008,WD,Normal,192000,20.76152329374812,16.589605732133077,3.5
336,190,RL,14.536610428311448,Grvl,0,HLS,0,Corner,2,Timber,Norm,Norm,2fmCon,1.5Fin,4,5,1965,1965,Gable,CompShg,Plywood,Plywood,None,0,3,4,CBlock,3,3,1,0,1249,1,147,103,300.6740818234746,GasA,0,Y,4,1619,167,0,7.645778558512591,2,0,2,0,3,1,3,7,6,2,Attchd,0,2,198.722064061967,4,4,2,670,0,0,0,0,0,8,2008,WD,Normal,228950,22.125357026975404,34.420932981444835,4.0
337,20,RL,11.114795670569258,Pave,0,HLS,0,Corner,0,StoneBr,Norm,Norm,1Fam,1Story,8,4,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200,2,4,PConc,0,3,1,2,1249,5,0,673,361.59117427448393,GasA,0,Y,4,1922,0,0,7.7222489498174225,1,0,2,0,3,1,2,8,6,1,Attchd,0,3,242.6487953003248,4,4,2,178,51,0,0,0,0,7,2007,WD,Normal,377426,23.053232101680727,21.06874440786263,3.0
338,20,RL,10.530637710682347,Pave,3,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,4,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113,2,4,PConc,2,3,0,2,810,5,0,726,306.1665836135665,GasA,0,Y,4,1536,0,0,7.488755276569366,1,0,2,0,3,1,2,7,6,0,Attchd,1,2,199.6397720527292,4,4,2,192,74,0,0,0,0,12,2008,WD,Normal,214000,21.739078103251867,22.588314059648727,3.0
339,20,RL,11.113657295121419,Pave,3,Lvl,0,Corner,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,2,4,CBlock,2,3,2,0,213,5,0,995,256.14351425866647,GasA,0,Y,4,1621,0,0,7.5448241405582515,1,0,2,0,3,1,2,8,6,0,Attchd,1,2,171.01884978934424,4,4,2,108,45,0,0,0,0,5,2006,WD,Normal,202500,21.271900422130567,17.425758963849397,3.0
340,20,RL,10.937267976599236,Pave,0,Lvl,0,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,5,6,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176,3,4,CBlock,3,0,3,4,585,5,0,630,257.2453394962191,GasA,4,Y,0,1215,0,0,7.244929413968983,0,0,1,0,3,1,3,6,6,0,Attchd,2,1,124.10131565997614,4,4,2,0,0,0,0,234,0,6,2009,WD,Normal,155000,20.431662015989193,21.281981893899317,1.0
341,60,RL,11.118015996672346,Pave,3,Lvl,0,Inside,0,Timber,Norm,Norm,1Fam,2Story,7,4,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,2,4,PConc,2,3,3,5,0,5,0,967,217.10220211914393,GasA,0,Y,4,993,915,0,7.714629605958241,0,0,2,1,4,1,2,9,6,0,Attchd,0,2,168.16146720346578,4,4,2,135,0,0,0,0,0,4,2010,WD,Normal,202900,21.362684137660423,16.416188463932563,2.5
342,20,RH,10.4196895772542,Pave,3,Lvl,0,Inside,0,SawyerW,Feedr,Norm,1Fam,1Story,3,3,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0,1,1,CBlock,3,0,3,5,0,5,0,721,174.51357937138033,GasA,2,Y,4,841,0,0,6.8630253712340235,0,0,1,0,2,1,3,4,6,0,CarPort,2,1,123.07673336761624,4,4,0,250,0,24,0,0,0,9,2009,WD,Normal,82000,18.141316124950766,22.90053443047379,1.0
343,90,RL,10.442148636526476,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,Duplex,1Story,2,3,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340,3,4,Slab,-1,-1,-1,-1,0,-1,0,0,0.0,Wall,1,N,0,1040,0,0,7.083377747205718,0,0,2,0,2,2,3,6,6,0,Detchd,2,2,158.23138405618928,4,4,2,0,0,0,0,0,0,5,2006,WD,Normal,87500,16.219423356908283,0.0,2.0
344,120,RL,10.488531140467137,Pave,0,Lvl,0,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,8,4,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616,0,4,PConc,0,3,3,2,28,5,0,1656,327.8032132202822,GasA,0,Y,4,1684,0,0,7.584526571747302,0,0,2,0,2,1,0,6,6,1,Attchd,1,2,209.36929350743188,4,4,2,495,72,0,0,0,0,7,2008,WD,Normal,266000,22.270579760853742,31.927735497200942,2.0
345,160,RM,8.894462114590832,Pave,3,Lvl,0,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,4,2,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,4,CBlock,2,3,3,4,129,1,232,175,139.93280374451703,GasA,4,Y,4,536,576,0,7.15289210408485,0,0,1,1,3,1,3,4,6,0,Attchd,2,1,137.2518042640136,4,4,2,182,0,0,0,0,0,4,2010,WD,Normal,85000,18.40748861997804,18.917626340700846,1.5
346,50,RL,10.06912714266956,Pave,3,Lvl,0,Inside,0,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,4,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,BrkTil,3,3,3,5,0,5,0,972,217.9361935052273,GasA,2,Y,4,972,605,0,7.51617514825439,0,0,1,0,3,1,1,6,6,1,Detchd,2,1,129.1955054779989,4,4,2,0,0,0,0,0,0,10,2006,WD,Normal,140200,20.69290484983042,0.0,1.0
347,20,RL,10.976805040838341,Pave,0,Lvl,0,CulDSac,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,2,1,498,5,0,460,215.59818397225192,GasA,4,Y,4,958,0,0,6.9981317235055345,0,0,1,0,2,1,3,5,6,0,Attchd,1,1,125.4644038477103,4,4,2,0,0,0,0,0,0,4,2007,WD,Normal,151500,19.172655189641365,0.0,1.0
348,20,RL,11.408017023788714,Pave,0,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30,3,4,CBlock,3,3,3,1,1270,5,0,208,297.5410407910666,GasA,0,Y,0,1478,0,0,7.448697504123805,1,0,2,0,3,1,3,6,6,2,Attchd,2,2,189.18039817129292,4,4,2,0,40,0,0,0,0,12,2009,WD,Normal,157500,21.519816077770404,8.967365270301489,3.0
349,160,RL,8.821728727599258,Pave,3,Lvl,0,Inside,0,NridgHt,Norm,Norm,Twnhs,2Story,6,4,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106,2,4,PConc,2,3,3,2,573,5,0,191,182.2015480878955,GasA,0,Y,4,764,862,0,7.548030680843888,1,0,2,1,2,1,2,6,6,0,BuiltIn,1,2,181.71639905887804,4,4,2,0,27,0,0,0,0,10,2008,WD,Normal,154000,20.3416012551488,7.284858257410072,3.5
350,60,RL,11.61006429110928,Pave,1,Lvl,0,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,4,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870,0,4,PConc,0,3,3,2,1410,5,0,438,351.20883212061227,GasA,0,Y,4,1848,880,0,8.08762628693809,1,0,2,1,4,1,0,10,6,2,Attchd,0,3,251.38015041825778,4,4,2,0,0,0,0,0,0,4,2006,New,Partial,437154,24.120231503631178,0.0,3.5
351,120,RL,10.325283016601887,Pave,0,Lvl,0,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,8,4,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362,0,4,PConc,0,3,3,5,0,5,0,1869,354.1659919939755,GasA,0,Y,4,1869,0,0,7.69310760622951,0,0,2,0,2,1,0,6,6,1,Attchd,1,2,225.25930725095492,4,4,2,210,54,0,0,0,0,12,2007,New,Partial,318061,22.8857982843908,22.509415266492592,2.0
352,120,RL,9.808524484214828,Pave,0,Low,0,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,6,4,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,PConc,2,3,1,2,1082,5,0,371,293.7960804011469,GasA,2,Y,4,1453,0,0,7.430947098669034,1,0,1,1,2,1,2,6,6,1,Attchd,1,2,172.60152058719476,4,4,2,0,80,0,0,184,0,12,2006,WD,Abnorml,190000,21.423225366546276,22.509415266492592,2.5
353,50,RL,10.523223647481124,Pave,3,Lvl,0,Inside,0,Edwards,Artery,Norm,1Fam,1.5Fin,4,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,3,0,2,3,236,4,380,0,155.2154591997149,GasA,4,N,4,616,495,0,7.151957612782693,0,1,1,0,3,1,3,5,6,0,Detchd,2,1,89.82726944251061,4,1,2,48,0,0,0,0,0,3,2008,ConLw,Normal,95000,18.642584374972007,9.851331496676545,1.5
354,30,RM,10.438431054890856,Pave,3,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,7,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,BrkTil,3,3,3,5,0,5,0,624,156.7143660149994,GasA,2,Y,4,720,0,0,6.702055474297389,0,0,1,0,2,1,3,5,6,0,Detchd,2,2,184.8348505634318,4,4,2,106,0,0,0,0,0,5,2010,WD,Normal,105900,17.41115402177604,14.611445107073678,1.0
355,50,RL,10.4196895772542,Pave,3,Bnk,0,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0,3,4,CBlock,3,3,3,3,388,5,0,552,212.57906354600075,GasA,0,Y,4,1192,403,0,7.527990049083012,0,0,1,0,2,1,3,6,6,2,Attchd,2,1,104.27195618281822,4,4,2,0,0,108,0,0,0,6,2006,WD,Normal,140000,20.662672167821626,14.744405350715244,1.0
356,20,RL,10.807220600664794,Pave,1,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,4,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0,2,2,PConc,2,1,3,0,334,1,544,322,254.88224903292593,GasA,0,Y,4,1200,0,0,7.2320194652380705,1,0,2,0,3,1,2,6,6,0,Attchd,1,2,196.2700288534085,4,4,2,0,26,0,0,0,0,8,2007,WD,Normal,177500,20.36422636858921,7.138075348198073,3.0
357,20,RL,10.546923064164893,Pave,0,Lvl,0,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,5,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106,3,4,PConc,2,3,3,2,560,5,0,598,248.2242469687273,GasA,2,Y,4,1167,0,0,7.203043837068103,1,0,2,0,3,1,2,6,6,0,Attchd,1,2,158.23138405618928,4,4,2,120,26,0,0,0,0,7,2009,WD,Normal,173000,20.192704350884373,17.041714581006026,3.0
358,120,RM,9.521192418787633,Pave,3,Lvl,0,Inside,0,MeadowV,Norm,Norm,TwnhsE,1Story,4,4,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,4,PConc,2,3,3,0,874,5,0,268,245.6714146892863,GasA,4,Y,4,1142,0,0,7.180545348102204,1,0,1,1,3,1,3,6,6,1,Attchd,0,2,198.41594373273853,4,4,2,536,90,0,0,0,0,8,2007,WD,Normal,134000,20.097101323416386,33.3850938884189,2.5
359,80,RL,10.166328373383655,Pave,0,Lvl,0,Inside,0,ClearCr,Norm,Norm,1Fam,SLvl,4,3,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120,3,4,CBlock,3,3,0,1,300,4,294,468,232.7639865556675,GasA,0,Y,1,1352,0,0,7.3560044227180725,0,1,1,0,3,1,2,6,3,0,BuiltIn,2,1,121.02163915957841,4,4,2,168,0,294,0,0,0,7,2006,WD,Abnorml,130000,20.395777928218617,29.099280140043266,1.5
360,60,RL,10.894675173566725,Pave,0,Lvl,0,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,7,4,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530,2,4,PConc,2,3,0,2,956,5,0,130,236.66197506482834,GasA,0,Y,4,1086,838,0,7.72333292195044,1,0,2,1,3,1,2,7,6,1,Attchd,1,2,217.79747964756183,4,4,2,208,75,0,0,374,0,6,2006,WD,Normal,280000,21.62270854983469,34.11909178724332,3.5
361,85,RL,10.277251201620128,Pave,0,Lvl,0,CulDSac,0,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,2,3,0,2,773,5,0,115,203.7711412217685,GasA,0,Y,4,912,0,0,6.9470778917574165,1,0,1,0,2,1,3,5,6,1,Attchd,1,2,180.46555921647277,4,4,2,0,0,0,0,192,0,6,2007,WD,Normal,156000,18.85245960661535,19.39996543979471,2.0
362,50,RL,10.531941909579926,Pave,3,Lvl,0,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,4,4,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,3,4,399,5,0,484,202.91725574959528,GasA,2,Y,4,988,517,0,7.467535875569552,1,0,1,0,3,1,3,8,6,0,Detchd,2,1,104.27195618281822,4,4,0,0,0,0,0,0,0,7,2008,WD,Normal,145000,20.33706734694573,0.0,2.0
363,85,RL,10.23486496466533,Pave,3,Lvl,0,Corner,0,Edwards,Norm,Norm,1Fam,SFoyer,6,4,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500,2,4,Slab,-1,-1,-1,-1,0,-1,0,0,0.0,GasA,0,Y,4,495,1427,0,7.7222489498174225,0,0,3,0,4,1,2,7,6,1,BuiltIn,1,2,241.4791565423919,4,4,2,0,0,177,0,0,0,7,2009,ConLD,Normal,198500,19.188800054024053,18.67072405729452,3.0
364,160,RM,8.345898964876344,Pave,3,Lvl,0,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510,3,4,CBlock,3,3,3,0,162,5,0,321,129.48121237733562,GasA,2,Y,4,483,504,0,7.029080825492916,0,0,1,1,2,1,2,5,6,0,Detchd,2,1,112.71848153283588,4,4,2,250,0,0,0,0,0,5,2009,WD,Normal,118000,17.843564087125504,21.947210404432752,1.5
365,60,RL,11.497250132658229,Pave,0,Lvl,0,FR2,0,NWAmes,Norm,Norm,1Fam,2Story,5,4,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,3,4,PConc,2,3,2,2,712,5,0,84,187.84985781491872,GasA,4,Y,4,790,784,0,7.514192976312701,1,0,2,1,3,1,3,6,6,1,Attchd,0,2,209.9738794364969,4,4,2,306,111,0,0,0,0,7,2006,WD,Normal,190000,20.296127891126137,27.773136124304386,3.5
366,70,RM,10.739333246220935,Pave,3,Lvl,0,Inside,0,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,3,0,3,4,456,5,0,216,165.60576230754714,GasA,2,Y,0,672,672,0,7.349832531206217,0,0,1,0,3,1,3,6,6,0,Detchd,2,1,179.83938808533648,4,1,2,0,128,218,0,0,0,7,2009,WD,Normal,147000,19.436729711865503,25.50047061815114,1.0
367,20,RL,10.582557058175428,Pave,0,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247,3,4,CBlock,2,3,3,1,609,5,0,785,284.8906724021585,GasA,2,Y,4,1394,0,0,7.387822890183361,1,0,1,1,3,1,3,6,6,2,Attchd,1,2,194.1186755570356,4,4,2,0,76,0,0,185,0,7,2009,WD,Normal,159000,21.190005663984834,22.390417930272474,2.5
368,80,RL,10.532810684601305,Pave,0,Lvl,0,Corner,0,NAmes,Norm,Norm,1Fam,SLvl,5,4,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305,3,4,CBlock,2,3,1,2,371,5,0,728,238.7640147382799,GasA,2,Y,4,1431,0,0,7.415073853150272,0,1,1,0,3,1,3,6,6,1,Basment,1,1,123.76000548997955,4,4,2,64,110,0,0,0,0,12,2008,WD,Normal,165000,20.651843117896956,18.52065077799775,1.5
369,20,RL,10.321907882378687,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,3,4,PConc,3,3,3,3,540,5,0,728,265.53500713272325,GasA,2,Y,4,1268,0,0,7.289309273599257,0,0,1,0,2,1,3,7,6,1,Attchd,0,1,105.69035072327688,4,4,2,0,98,0,0,0,0,3,2010,WD,Normal,132000,20.664835971918876,14.064687055130445,1.0
370,20,RL,10.627860043563599,Pave,0,Lvl,0,Corner,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,2,CBlock,3,3,3,0,72,4,258,733,232.9268571459731,GasA,0,Y,4,1287,0,0,7.304771450755074,1,0,1,0,3,1,2,7,6,1,Detchd,0,2,212.9908068939074,4,4,2,364,17,0,0,182,0,3,2010,WD,Normal,162000,20.250353268466796,31.825821881954116,2.0
371,60,RL,10.375092884468907,Pave,0,Lvl,0,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,5,4,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,PConc,2,3,3,5,0,5,0,953,214.76103098700437,GasA,0,Y,4,953,711,0,7.572084863225582,0,0,2,1,3,1,3,7,6,1,Attchd,1,2,177.32963585277696,4,4,2,100,40,0,0,0,0,1,2006,WD,Normal,172400,20.837927868191315,16.704016225938517,2.5
372,50,RL,11.370661887222209,Pave,3,Lvl,0,Inside,0,ClearCr,Feedr,Norm,1Fam,1.5Fin,3,3,1959,1959,Gable,CompShg,WdShing,Plywood,None,0,3,4,CBlock,-1,-1,-1,-1,0,-1,0,0,0.0,GasA,4,Y,4,1120,468,0,7.523411187651638,0,0,2,0,4,1,3,7,3,1,Detchd,0,2,243.81713043469858,4,4,0,0,59,0,0,0,0,7,2008,WD,Normal,134432,18.22297116365392,10.939581190060371,2.0
373,120,RL,10.211974636445897,Pave,3,Lvl,0,Inside,0,SawyerW,Norm,Norm,TwnhsE,1Story,5,4,1984,1984,Gable,CompShg,Plywood,Plywood,None,0,3,4,CBlock,2,3,3,0,623,3,121,0,178.64014086759832,GasA,4,Y,4,752,0,0,6.747099247427867,1,0,1,0,2,1,3,4,6,0,Attchd,2,1,112.71848153283588,4,4,2,353,0,0,0,90,0,2,2010,WD,Normal,125000,17.92915585703615,28.548884893403255,2.0
374,20,RL,10.732343798518148,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,PConc,3,3,3,1,428,3,180,0,153.711482888684,GasA,4,Y,4,1319,0,0,7.330307362209822,1,0,1,0,3,1,3,5,3,0,Attchd,2,1,114.80711545861739,4,4,2,66,0,0,0,0,0,11,2009,WD,Normal,123000,19.20222401343365,11.572761559332925,2.0
375,60,RL,10.387869484828867,Pave,3,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,4,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,2,4,PConc,2,3,3,5,0,5,0,847,196.73156698358025,GasA,0,Y,4,847,1081,0,7.725497510368359,0,0,2,1,4,1,2,8,6,1,BuiltIn,0,2,169.11516530274224,4,4,2,100,48,0,0,0,0,7,2007,WD,Normal,219500,21.163842295108974,17.1525025398882,2.5
376,30,RL,10.653279523409587,Pave,0,Low,0,Inside,2,Edwards,Norm,Norm,1Fam,1Story,0,0,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,1,1,BrkTil,1,2,1,1,350,5,0,333,167.6197807540843,GasA,2,N,0,904,0,0,6.9379384827011155,1,0,0,1,1,1,1,4,0,0,,-1,0,0.0,-1,-1,2,0,0,0,0,0,0,3,2009,WD,Normal,61000,18.219849996415164,0.0,1.5
377,85,RL,10.48808251048742,Pave,0,Lvl,0,CulDSac,0,CollgCr,Norm,Norm,1Fam,SFoyer,4,4,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,2,4,PConc,2,3,0,2,298,5,0,572,200.6912408228759,GasA,0,Y,4,914,0,0,6.949350300234539,0,0,1,0,2,1,3,5,6,0,Detchd,2,2,212.9908068939074,4,4,2,0,0,0,0,0,0,7,2006,WD,Normal,148000,18.807037216138603,0.0,1.0
378,60,FV,10.794602481908003,Pave,0,Lvl,0,Corner,0,Somerst,Norm,Norm,1Fam,2Story,7,4,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0,2,4,PConc,2,3,3,5,0,5,0,1580,312.6536100563476,GasA,0,Y,4,1580,886,0,7.982201370970416,0,0,3,0,4,1,2,8,6,1,Attchd,1,2,223.17583635803976,4,4,2,159,214,0,0,0,0,12,2007,WD,Normal,340000,23.362547668027197,26.39389305703361,3.0
379,20,RL,10.82429588117422,Pave,3,Lvl,0,Corner,0,StoneBr,Norm,Norm,1Fam,1Story,8,1,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350,2,4,PConc,0,3,0,2,1445,5,0,411,352.3363952186119,GasA,0,Y,4,1856,0,0,7.6858342980924865,1,0,1,1,1,1,0,8,6,1,Attchd,0,3,287.89031423338616,4,4,2,113,0,0,0,0,0,6,2010,New,Partial,394432,22.844163026192426,15.070745027223634,2.5
380,60,RL,10.375417826002817,Pave,0,Lvl,0,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,5,4,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,3,4,PConc,2,3,3,5,0,5,0,982,219.60083773763748,GasA,0,Y,4,1007,793,0,7.653913091526386,0,0,2,1,3,1,3,7,6,1,Attchd,0,2,178.2717487989096,4,4,2,100,63,0,0,0,0,6,2009,WD,Normal,179000,21.177942151563983,17.957252752468914,2.5
